Instrument,Tank,Time,DateTime,  BV (Volts),Temperature,DO,  Q ()
MiniDot1,Tank24,1773878580,3/18/26 14:03,2.68,26.437,7.61,0.947
MiniDot1,Tank24,1773878700,3/18/26 14:05,2.68,26.411,7.611,0.948
MiniDot1,Tank24,1773878820,3/18/26 14:07,2.67,26.386,7.611,0.948
MiniDot1,Tank24,1773878940,3/18/26 14:09,2.67,26.369,7.605,0.947
MiniDot1,Tank24,1773879060,3/18/26 14:11,2.67,26.361,7.613,0.948
MiniDot1,Tank24,1773879180,3/18/26 14:13,2.67,26.318,7.621,0.948
MiniDot1,Tank24,1773879300,3/18/26 14:15,2.67,26.327,7.616,0.948
MiniDot1,Tank24,1773879420,3/18/26 14:17,2.67,26.301,7.604,0.947
MiniDot1,Tank24,1773879540,3/18/26 14:19,2.67,26.285,7.605,0.948
MiniDot1,Tank24,1773879660,3/18/26 14:21,2.67,26.251,7.59,0.947
MiniDot1,Tank24,1773879780,3/18/26 14:23,2.68,26.225,7.597,0.948
MiniDot1,Tank24,1773879900,3/18/26 14:25,2.68,26.2,7.582,0.947
MiniDot1,Tank24,1773880020,3/18/26 14:27,2.68,26.175,7.574,0.948
MiniDot1,Tank24,1773880140,3/18/26 14:29,2.68,26.158,7.558,0.947
MiniDot1,Tank24,1773880260,3/18/26 14:31,2.68,26.116,7.578,0.948
MiniDot1,Tank24,1773880380,3/18/26 14:33,2.68,26.116,7.576,0.948
MiniDot1,Tank24,1773880500,3/18/26 14:35,2.68,26.099,7.592,0.948
MiniDot1,Tank24,1773880620,3/18/26 14:37,2.68,26.099,7.609,0.948
MiniDot1,Tank24,1773880740,3/18/26 14:39,2.68,26.09,7.612,0.948
MiniDot1,Tank24,1773880860,3/18/26 14:41,2.68,26.082,7.615,0.947
MiniDot1,Tank24,1773880980,3/18/26 14:43,2.68,26.082,7.636,0.948
MiniDot1,Tank24,1773881100,3/18/26 14:45,2.68,26.073,7.64,0.948
MiniDot1,Tank24,1773881220,3/18/26 14:47,2.68,26.057,7.644,0.948
MiniDot1,Tank24,1773881340,3/18/26 14:49,2.68,26.048,7.629,0.948
MiniDot1,Tank24,1773881460,3/18/26 14:51,2.68,26.023,7.622,0.948
MiniDot1,Tank24,1773881580,3/18/26 14:53,2.68,26.006,7.616,0.948
MiniDot1,Tank24,1773881700,3/18/26 14:55,2.68,25.972,7.61,0.948
MiniDot1,Tank24,1773881820,3/18/26 14:57,2.68,25.972,7.597,0.947
MiniDot1,Tank24,1773881940,3/18/26 14:59,2.68,25.938,7.599,0.947
MiniDot1,Tank24,1773882060,3/18/26 15:01,2.68,25.921,7.582,0.946
MiniDot1,Tank24,1773882180,3/18/26 15:03,2.68,25.888,7.587,0.947
MiniDot1,Tank24,1773882300,3/18/26 15:05,2.68,25.871,7.577,0.947
MiniDot1,Tank24,1773882420,3/18/26 15:07,2.68,25.846,7.572,0.947
MiniDot1,Tank24,1773882540,3/18/26 15:09,2.68,25.812,7.569,0.947
MiniDot1,Tank24,1773882660,3/18/26 15:11,2.68,25.803,7.566,0.948
MiniDot1,Tank24,1773882780,3/18/26 15:13,2.68,25.795,7.562,0.947
MiniDot1,Tank24,1773882900,3/18/26 15:15,2.68,25.744,7.561,0.946
MiniDot1,Tank24,1773883020,3/18/26 15:17,2.68,25.744,7.568,0.947
MiniDot1,Tank24,1773883140,3/18/26 15:19,2.68,25.719,7.565,0.946
MiniDot1,Tank24,1773883260,3/18/26 15:21,2.68,25.685,7.6,0.948
MiniDot1,Tank24,1773883380,3/18/26 15:23,2.68,25.669,7.578,0.947
MiniDot1,Tank24,1773883500,3/18/26 15:25,2.68,25.66,7.572,0.947
MiniDot1,Tank24,1773883620,3/18/26 15:27,2.68,25.643,7.579,0.948
MiniDot1,Tank24,1773883740,3/18/26 15:29,2.68,25.618,7.568,0.947
MiniDot1,Tank24,1773883860,3/18/26 15:31,2.68,25.593,7.57,0.948
MiniDot1,Tank24,1773883980,3/18/26 15:33,2.68,25.559,7.558,0.947
MiniDot1,Tank24,1773884100,3/18/26 15:35,2.68,25.559,7.54,0.947
MiniDot1,Tank24,1773884220,3/18/26 15:37,2.68,25.508,7.545,0.947
MiniDot1,Tank24,1773884340,3/18/26 15:39,2.68,25.508,7.523,0.946
MiniDot1,Tank24,1773884460,3/18/26 15:41,2.68,25.458,7.526,0.947
MiniDot1,Tank24,1773884580,3/18/26 15:43,2.68,25.441,7.512,0.946
MiniDot1,Tank24,1773884700,3/18/26 15:45,2.68,25.449,7.513,0.946
MiniDot1,Tank24,1773884820,3/18/26 15:47,2.68,25.416,7.519,0.947
MiniDot1,Tank24,1773884940,3/18/26 15:49,2.68,25.416,7.523,0.947
MiniDot1,Tank24,1773885060,3/18/26 15:51,2.68,25.407,7.508,0.946
MiniDot1,Tank24,1773885180,3/18/26 15:53,2.68,25.382,7.515,0.946
MiniDot1,Tank24,1773885300,3/18/26 15:55,2.68,25.382,7.52,0.947
MiniDot1,Tank24,1773885420,3/18/26 15:57,2.68,25.365,7.496,0.946
MiniDot1,Tank24,1773885540,3/18/26 15:59,2.68,25.382,7.522,0.947
MiniDot1,Tank24,1773885660,3/18/26 16:01,2.68,25.374,7.536,0.947
MiniDot1,Tank24,1773885780,3/18/26 16:03,2.68,25.382,7.525,0.947
MiniDot1,Tank24,1773885900,3/18/26 16:05,2.68,25.348,7.539,0.947
MiniDot1,Tank24,1773886020,3/18/26 16:07,2.68,25.348,7.534,0.947
MiniDot1,Tank24,1773886140,3/18/26 16:09,2.68,25.348,7.55,0.947
MiniDot1,Tank24,1773886260,3/18/26 16:11,2.68,25.34,7.53,0.946
MiniDot1,Tank24,1773886380,3/18/26 16:13,2.68,25.365,7.534,0.947
MiniDot1,Tank24,1773886500,3/18/26 16:15,2.68,25.348,7.523,0.946
MiniDot1,Tank24,1773886620,3/18/26 16:17,2.68,25.34,7.537,0.947
MiniDot1,Tank24,1773886740,3/18/26 16:19,2.68,25.34,7.53,0.946
MiniDot1,Tank24,1773886860,3/18/26 16:21,2.68,25.34,7.538,0.947
MiniDot1,Tank24,1773886980,3/18/26 16:23,2.68,25.332,7.527,0.946
MiniDot1,Tank24,1773887100,3/18/26 16:25,2.68,25.332,7.536,0.947
MiniDot1,Tank24,1773887220,3/18/26 16:27,2.68,25.323,7.54,0.947
MiniDot1,Tank24,1773887340,3/18/26 16:29,2.68,25.34,7.543,0.948
MiniDot1,Tank24,1773887460,3/18/26 16:31,2.68,25.323,7.528,0.947
MiniDot1,Tank24,1773887580,3/18/26 16:33,2.68,25.323,7.516,0.946
MiniDot1,Tank24,1773887700,3/18/26 16:35,2.68,25.298,7.513,0.946
MiniDot1,Tank24,1773887820,3/18/26 16:37,2.68,25.273,7.521,0.948
MiniDot1,Tank24,1773887940,3/18/26 16:39,2.68,25.273,7.512,0.947
MiniDot1,Tank24,1773888060,3/18/26 16:41,2.68,25.273,7.494,0.947
MiniDot1,Tank24,1773888180,3/18/26 16:43,2.68,25.264,7.482,0.946
MiniDot1,Tank24,1773888300,3/18/26 16:45,2.68,25.264,7.482,0.947
MiniDot1,Tank24,1773888420,3/18/26 16:47,2.68,25.247,7.461,0.946
MiniDot1,Tank24,1773888540,3/18/26 16:49,2.68,25.222,7.473,0.947
MiniDot1,Tank24,1773888660,3/18/26 16:51,2.68,25.231,7.454,0.946
MiniDot1,Tank24,1773888780,3/18/26 16:53,2.68,25.222,7.458,0.947
MiniDot1,Tank24,1773888900,3/18/26 16:55,2.68,25.214,7.447,0.947
MiniDot1,Tank24,1773889020,3/18/26 16:57,2.68,25.197,7.445,0.947
MiniDot1,Tank24,1773889140,3/18/26 16:59,2.68,25.189,7.447,0.947
MiniDot1,Tank24,1773889260,3/18/26 17:01,2.68,25.163,7.426,0.946
MiniDot1,Tank24,1773889380,3/18/26 17:03,2.68,25.163,7.426,0.947
MiniDot1,Tank24,1773889500,3/18/26 17:05,2.68,25.146,7.414,0.946
MiniDot1,Tank24,1773889620,3/18/26 17:07,2.68,25.138,7.421,0.947
MiniDot1,Tank24,1773889740,3/18/26 17:09,2.68,25.13,7.406,0.947
MiniDot1,Tank24,1773889860,3/18/26 17:11,2.68,25.104,7.415,0.947
MiniDot1,Tank24,1773889980,3/18/26 17:13,2.68,25.096,7.407,0.947
MiniDot1,Tank24,1773890100,3/18/26 17:15,2.68,25.088,7.382,0.945
MiniDot1,Tank24,1773890220,3/18/26 17:17,2.68,25.079,7.393,0.946
MiniDot1,Tank24,1773890340,3/18/26 17:19,2.68,25.054,7.405,0.947
MiniDot1,Tank24,1773890460,3/18/26 17:21,2.68,25.071,7.388,0.947
MiniDot1,Tank24,1773890580,3/18/26 17:23,2.68,25.054,7.387,0.947
MiniDot1,Tank24,1773890700,3/18/26 17:25,2.68,25.046,7.38,0.947
MiniDot1,Tank24,1773890820,3/18/26 17:27,2.68,25.02,7.373,0.946
MiniDot1,Tank24,1773890940,3/18/26 17:29,2.68,25.02,7.377,0.947
MiniDot1,Tank24,1773891060,3/18/26 17:31,2.68,24.995,7.376,0.947
MiniDot1,Tank24,1773891180,3/18/26 17:33,2.68,25.004,7.366,0.946
MiniDot1,Tank24,1773891300,3/18/26 17:35,2.68,24.995,7.371,0.947
MiniDot1,Tank24,1773891420,3/18/26 17:37,2.68,24.953,7.377,0.947
MiniDot1,Tank24,1773891540,3/18/26 17:39,2.68,24.953,7.366,0.946
MiniDot1,Tank24,1773891660,3/18/26 17:41,2.68,24.936,7.36,0.946
MiniDot1,Tank24,1773891780,3/18/26 17:43,2.68,24.919,7.368,0.947
MiniDot1,Tank24,1773891900,3/18/26 17:45,2.68,24.919,7.356,0.946
MiniDot1,Tank24,1773892020,3/18/26 17:47,2.68,24.903,7.364,0.947
MiniDot1,Tank24,1773892140,3/18/26 17:49,2.68,24.894,7.361,0.947
MiniDot1,Tank24,1773892260,3/18/26 17:51,2.68,24.894,7.364,0.947
MiniDot1,Tank24,1773892380,3/18/26 17:53,2.68,24.877,7.357,0.946
MiniDot1,Tank24,1773892500,3/18/26 17:55,2.68,24.852,7.358,0.946
MiniDot1,Tank24,1773892620,3/18/26 17:57,2.68,24.844,7.352,0.946
MiniDot1,Tank24,1773892740,3/18/26 17:59,2.68,24.844,7.363,0.947
MiniDot1,Tank24,1773892860,3/18/26 18:01,2.68,24.827,7.364,0.946
MiniDot1,Tank24,1773892980,3/18/26 18:03,2.68,24.819,7.359,0.947
MiniDot1,Tank24,1773893100,3/18/26 18:05,2.68,24.827,7.361,0.947
MiniDot1,Tank24,1773893220,3/18/26 18:07,2.68,24.819,7.352,0.946
MiniDot1,Tank24,1773893340,3/18/26 18:09,2.68,24.802,7.363,0.947
MiniDot1,Tank24,1773893460,3/18/26 18:11,2.68,24.777,7.35,0.946
MiniDot1,Tank24,1773893580,3/18/26 18:13,2.68,24.777,7.373,0.947
MiniDot1,Tank24,1773893700,3/18/26 18:15,2.68,24.768,7.365,0.947
MiniDot1,Tank24,1773893820,3/18/26 18:17,2.68,24.76,7.365,0.947
MiniDot1,Tank24,1773893940,3/18/26 18:19,2.68,24.768,7.361,0.946
MiniDot1,Tank24,1773894060,3/18/26 18:21,2.68,24.743,7.369,0.947
MiniDot1,Tank24,1773894180,3/18/26 18:23,2.68,24.726,7.356,0.946
MiniDot1,Tank24,1773894300,3/18/26 18:25,2.68,24.726,7.366,0.947
MiniDot1,Tank24,1773894420,3/18/26 18:27,2.68,24.726,7.38,0.947
MiniDot1,Tank24,1773894540,3/18/26 18:29,2.68,24.718,7.356,0.946
MiniDot1,Tank24,1773894660,3/18/26 18:31,2.68,24.701,7.355,0.946
MiniDot1,Tank24,1773894780,3/18/26 18:33,2.68,24.667,7.374,0.947
MiniDot1,Tank24,1773894900,3/18/26 18:35,2.68,24.676,7.367,0.946
MiniDot1,Tank24,1773895020,3/18/26 18:37,2.68,24.667,7.381,0.947
MiniDot1,Tank24,1773895140,3/18/26 18:39,2.68,24.659,7.367,0.946
MiniDot1,Tank24,1773895260,3/18/26 18:41,2.68,24.642,7.379,0.947
MiniDot1,Tank24,1773895380,3/18/26 18:43,2.68,24.642,7.365,0.946
MiniDot1,Tank24,1773895500,3/18/26 18:45,2.68,24.617,7.373,0.946
MiniDot1,Tank24,1773895620,3/18/26 18:47,2.68,24.625,7.363,0.946
MiniDot1,Tank24,1773895740,3/18/26 18:49,2.68,24.617,7.375,0.946
MiniDot1,Tank24,1773895860,3/18/26 18:51,2.68,24.6,7.376,0.946
MiniDot1,Tank24,1773895980,3/18/26 18:53,2.68,24.6,7.384,0.947
MiniDot1,Tank24,1773896100,3/18/26 18:55,2.68,24.575,7.364,0.945
MiniDot1,Tank24,1773896220,3/18/26 18:57,2.68,24.567,7.373,0.946
MiniDot1,Tank24,1773896340,3/18/26 18:59,2.68,24.567,7.378,0.946
MiniDot1,Tank24,1773896460,3/18/26 19:01,2.68,24.533,7.391,0.947
MiniDot1,Tank24,1773896580,3/18/26 19:03,2.68,24.541,7.399,0.947
MiniDot1,Tank24,1773896700,3/18/26 19:05,2.68,24.533,7.371,0.946
MiniDot1,Tank24,1773896820,3/18/26 19:07,2.68,24.533,7.393,0.947
MiniDot1,Tank24,1773896940,3/18/26 19:09,2.68,24.516,7.372,0.946
MiniDot1,Tank24,1773897060,3/18/26 19:11,2.68,24.516,7.383,0.947
MiniDot1,Tank24,1773897180,3/18/26 19:13,2.68,24.516,7.38,0.947
MiniDot1,Tank24,1773897300,3/18/26 19:15,2.68,24.516,7.373,0.947
MiniDot1,Tank24,1773897420,3/18/26 19:17,2.68,24.499,7.392,0.947
MiniDot1,Tank24,1773897540,3/18/26 19:19,2.68,24.491,7.384,0.946
MiniDot1,Tank24,1773897660,3/18/26 19:21,2.68,24.483,7.379,0.946
MiniDot1,Tank24,1773897780,3/18/26 19:23,2.68,24.483,7.391,0.947
MiniDot1,Tank24,1773897900,3/18/26 19:25,2.68,24.474,7.379,0.946
MiniDot1,Tank24,1773898020,3/18/26 19:27,2.68,24.474,7.385,0.946
MiniDot1,Tank24,1773898140,3/18/26 19:29,2.68,24.466,7.393,0.947
MiniDot1,Tank24,1773898260,3/18/26 19:31,2.68,24.458,7.379,0.946
MiniDot1,Tank24,1773898380,3/18/26 19:33,2.68,24.449,7.391,0.946
MiniDot1,Tank24,1773898500,3/18/26 19:35,2.68,24.449,7.401,0.947
MiniDot1,Tank24,1773898620,3/18/26 19:37,2.68,24.432,7.39,0.946
MiniDot1,Tank24,1773898740,3/18/26 19:39,2.68,24.441,7.398,0.947
MiniDot1,Tank24,1773898860,3/18/26 19:41,2.68,24.441,7.391,0.946
MiniDot1,Tank24,1773898980,3/18/26 19:43,2.68,24.424,7.396,0.947
MiniDot1,Tank24,1773899100,3/18/26 19:45,2.68,24.407,7.396,0.946
MiniDot1,Tank24,1773899220,3/18/26 19:47,2.68,24.399,7.387,0.946
MiniDot1,Tank24,1773899340,3/18/26 19:49,2.68,24.416,7.393,0.946
MiniDot1,Tank24,1773899460,3/18/26 19:51,2.68,24.407,7.389,0.946
MiniDot1,Tank24,1773899580,3/18/26 19:53,2.68,24.407,7.387,0.947
MiniDot1,Tank24,1773899700,3/18/26 19:55,2.68,24.407,7.384,0.946
MiniDot1,Tank24,1773899820,3/18/26 19:57,2.68,24.399,7.385,0.946
MiniDot1,Tank24,1773899940,3/18/26 19:59,2.68,24.407,7.392,0.947
MiniDot1,Tank24,1773900060,3/18/26 20:01,2.68,24.399,7.395,0.947
MiniDot1,Tank24,1773900180,3/18/26 20:03,2.68,24.382,7.392,0.946
MiniDot1,Tank24,1773900300,3/18/26 20:05,2.68,24.382,7.388,0.946
MiniDot1,Tank24,1773900420,3/18/26 20:07,2.68,24.374,7.394,0.947
MiniDot1,Tank24,1773900540,3/18/26 20:09,2.68,24.374,7.39,0.946
MiniDot1,Tank24,1773900660,3/18/26 20:11,2.68,24.357,7.398,0.947
MiniDot1,Tank24,1773900780,3/18/26 20:13,2.68,24.365,7.39,0.946
MiniDot1,Tank24,1773900900,3/18/26 20:15,2.68,24.357,7.388,0.946
MiniDot1,Tank24,1773901020,3/18/26 20:17,2.68,24.365,7.386,0.946
MiniDot1,Tank24,1773901140,3/18/26 20:19,2.68,24.357,7.383,0.946
MiniDot1,Tank24,1773901260,3/18/26 20:21,2.68,24.357,7.391,0.947
MiniDot1,Tank24,1773901380,3/18/26 20:23,2.68,24.348,7.385,0.946
MiniDot1,Tank24,1773901500,3/18/26 20:25,2.68,24.348,7.391,0.947
MiniDot1,Tank24,1773901620,3/18/26 20:27,2.68,24.348,7.393,0.947
MiniDot1,Tank24,1773901740,3/18/26 20:29,2.68,24.34,7.389,0.946
MiniDot1,Tank24,1773901860,3/18/26 20:31,2.68,24.315,7.396,0.946
MiniDot1,Tank24,1773901980,3/18/26 20:33,2.68,24.332,7.387,0.946
MiniDot1,Tank24,1773902100,3/18/26 20:35,2.68,24.332,7.398,0.947
MiniDot1,Tank24,1773902220,3/18/26 20:37,2.68,24.323,7.392,0.947
MiniDot1,Tank24,1773902340,3/18/26 20:39,2.68,24.323,7.392,0.947
MiniDot1,Tank24,1773902460,3/18/26 20:41,2.68,24.34,7.399,0.947
MiniDot1,Tank24,1773902580,3/18/26 20:43,2.68,24.315,7.391,0.946
MiniDot1,Tank24,1773902700,3/18/26 20:45,2.68,24.315,7.387,0.946
MiniDot1,Tank24,1773902820,3/18/26 20:47,2.68,24.298,7.391,0.946
MiniDot1,Tank24,1773902940,3/18/26 20:49,2.68,24.306,7.398,0.947
MiniDot1,Tank24,1773903060,3/18/26 20:51,2.68,24.306,7.382,0.946
MiniDot1,Tank24,1773903180,3/18/26 20:53,2.68,24.29,7.391,0.946
MiniDot1,Tank24,1773903300,3/18/26 20:55,2.68,24.29,7.376,0.946
MiniDot1,Tank24,1773903420,3/18/26 20:57,2.68,24.29,7.399,0.947
MiniDot1,Tank24,1773903540,3/18/26 20:59,2.68,24.298,7.388,0.947
MiniDot1,Tank24,1773903660,3/18/26 21:01,2.68,24.281,7.39,0.946
MiniDot1,Tank24,1773903780,3/18/26 21:03,2.68,24.273,7.386,0.946
MiniDot1,Tank24,1773903900,3/18/26 21:05,2.68,24.281,7.369,0.945
MiniDot1,Tank24,1773904020,3/18/26 21:07,2.68,24.273,7.382,0.946
MiniDot1,Tank24,1773904140,3/18/26 21:09,2.68,24.273,7.393,0.946
MiniDot1,Tank24,1773904260,3/18/26 21:11,2.68,24.265,7.403,0.947
MiniDot1,Tank24,1773904380,3/18/26 21:13,2.68,24.265,7.386,0.946
MiniDot1,Tank24,1773904500,3/18/26 21:15,2.68,24.256,7.391,0.946
MiniDot1,Tank24,1773904620,3/18/26 21:17,2.68,24.248,7.401,0.947
MiniDot1,Tank24,1773904740,3/18/26 21:19,2.68,24.231,7.386,0.946
MiniDot1,Tank24,1773904860,3/18/26 21:21,2.68,24.231,7.4,0.946
MiniDot1,Tank24,1773904980,3/18/26 21:23,2.68,24.239,7.384,0.945
MiniDot1,Tank24,1773905100,3/18/26 21:25,2.68,24.231,7.384,0.946
MiniDot1,Tank24,1773905220,3/18/26 21:27,2.68,24.214,7.398,0.947
MiniDot1,Tank24,1773905340,3/18/26 21:29,2.68,24.206,7.396,0.946
MiniDot1,Tank24,1773905460,3/18/26 21:31,2.68,24.181,7.407,0.947
MiniDot1,Tank24,1773905580,3/18/26 21:33,2.68,24.189,7.389,0.946
MiniDot1,Tank24,1773905700,3/18/26 21:35,2.68,24.189,7.4,0.946
MiniDot1,Tank24,1773905820,3/18/26 21:37,2.68,24.189,7.399,0.946
MiniDot1,Tank24,1773905940,3/18/26 21:39,2.68,24.189,7.396,0.946
MiniDot1,Tank24,1773906060,3/18/26 21:41,2.68,24.172,7.411,0.947
MiniDot1,Tank24,1773906180,3/18/26 21:43,2.68,24.164,7.401,0.946
MiniDot1,Tank24,1773906300,3/18/26 21:45,2.68,24.155,7.403,0.946
MiniDot1,Tank24,1773906420,3/18/26 21:47,2.68,24.147,7.416,0.947
MiniDot1,Tank24,1773906540,3/18/26 21:49,2.68,24.147,7.402,0.946
MiniDot1,Tank24,1773906660,3/18/26 21:51,2.68,24.139,7.4,0.946
MiniDot1,Tank24,1773906780,3/18/26 21:53,2.68,24.114,7.412,0.947
MiniDot1,Tank24,1773906900,3/18/26 21:55,2.68,24.114,7.409,0.947
MiniDot1,Tank24,1773907020,3/18/26 21:57,2.68,24.105,7.403,0.946
MiniDot1,Tank24,1773907140,3/18/26 21:59,2.68,24.105,7.409,0.947
MiniDot1,Tank24,1773907260,3/18/26 22:01,2.68,24.097,7.397,0.946
MiniDot1,Tank24,1773907380,3/18/26 22:03,2.68,24.088,7.401,0.946
MiniDot1,Tank24,1773907500,3/18/26 22:05,2.68,24.088,7.404,0.946
MiniDot1,Tank24,1773907620,3/18/26 22:07,2.68,24.08,7.403,0.946
MiniDot1,Tank24,1773907740,3/18/26 22:09,2.68,24.072,7.414,0.947
MiniDot1,Tank24,1773907860,3/18/26 22:11,2.68,24.063,7.395,0.945
MiniDot1,Tank24,1773907980,3/18/26 22:13,2.68,24.063,7.414,0.947
MiniDot1,Tank24,1773908100,3/18/26 22:15,2.68,24.038,7.396,0.945
MiniDot1,Tank24,1773908220,3/18/26 22:17,2.68,24.063,7.407,0.946
MiniDot1,Tank24,1773908340,3/18/26 22:19,2.68,24.055,7.407,0.946
MiniDot1,Tank24,1773908460,3/18/26 22:21,2.68,24.038,7.405,0.946
MiniDot1,Tank24,1773908580,3/18/26 22:23,2.68,24.046,7.406,0.946
MiniDot1,Tank24,1773908700,3/18/26 22:25,2.68,24.03,7.417,0.947
MiniDot1,Tank24,1773908820,3/18/26 22:27,2.68,24.021,7.414,0.946
MiniDot1,Tank24,1773908940,3/18/26 22:29,2.68,24.021,7.413,0.946
MiniDot1,Tank24,1773909060,3/18/26 22:31,2.68,24.005,7.417,0.946
MiniDot1,Tank24,1773909180,3/18/26 22:33,2.68,24.013,7.418,0.947
MiniDot1,Tank24,1773909300,3/18/26 22:35,2.68,24.013,7.417,0.947
MiniDot1,Tank24,1773909420,3/18/26 22:37,2.68,23.996,7.403,0.945
MiniDot1,Tank24,1773909540,3/18/26 22:39,2.68,23.988,7.421,0.947
MiniDot1,Tank24,1773909660,3/18/26 22:41,2.68,23.979,7.425,0.946
MiniDot1,Tank24,1773909780,3/18/26 22:43,2.68,23.963,7.411,0.946
MiniDot1,Tank24,1773909900,3/18/26 22:45,2.68,23.979,7.42,0.946
MiniDot1,Tank24,1773910020,3/18/26 22:47,2.68,23.996,7.417,0.946
MiniDot1,Tank24,1773910140,3/18/26 22:49,2.68,23.971,7.421,0.946
MiniDot1,Tank24,1773910260,3/18/26 22:51,2.68,23.979,7.419,0.946
MiniDot1,Tank24,1773910380,3/18/26 22:53,2.68,23.954,7.413,0.946
MiniDot1,Tank24,1773910500,3/18/26 22:55,2.68,23.946,7.427,0.946
MiniDot1,Tank24,1773910620,3/18/26 22:57,2.68,23.971,7.423,0.947
MiniDot1,Tank24,1773910740,3/18/26 22:59,2.68,23.946,7.431,0.946
MiniDot1,Tank24,1773910860,3/18/26 23:01,2.68,23.954,7.438,0.947
MiniDot1,Tank24,1773910980,3/18/26 23:03,2.68,23.929,7.42,0.946
MiniDot1,Tank24,1773911100,3/18/26 23:05,2.68,23.946,7.421,0.946
MiniDot1,Tank24,1773911220,3/18/26 23:07,2.68,23.929,7.425,0.946
MiniDot1,Tank24,1773911340,3/18/26 23:09,2.68,23.921,7.428,0.947
MiniDot1,Tank24,1773911460,3/18/26 23:11,2.68,23.921,7.428,0.946
MiniDot1,Tank24,1773911580,3/18/26 23:13,2.68,23.904,7.436,0.947
MiniDot1,Tank24,1773911700,3/18/26 23:15,2.68,23.921,7.435,0.947
MiniDot1,Tank24,1773911820,3/18/26 23:17,2.68,23.929,7.428,0.947
MiniDot1,Tank24,1773911940,3/18/26 23:19,2.68,23.904,7.422,0.946
MiniDot1,Tank24,1773912060,3/18/26 23:21,2.68,23.896,7.433,0.946
MiniDot1,Tank24,1773912180,3/18/26 23:23,2.68,23.904,7.433,0.947
MiniDot1,Tank24,1773912300,3/18/26 23:25,2.68,23.887,7.431,0.946
MiniDot1,Tank24,1773912420,3/18/26 23:27,2.68,23.904,7.429,0.946
MiniDot1,Tank24,1773912540,3/18/26 23:29,2.68,23.887,7.421,0.946
MiniDot1,Tank24,1773912660,3/18/26 23:31,2.68,23.887,7.434,0.947
MiniDot1,Tank24,1773912780,3/18/26 23:33,2.68,23.879,7.424,0.946
MiniDot1,Tank24,1773912900,3/18/26 23:35,2.68,23.887,7.445,0.947
MiniDot1,Tank24,1773913020,3/18/26 23:37,2.68,23.862,7.43,0.946
MiniDot1,Tank24,1773913140,3/18/26 23:39,2.68,23.879,7.428,0.946
MiniDot1,Tank24,1773913260,3/18/26 23:41,2.68,23.887,7.426,0.946
MiniDot1,Tank24,1773913380,3/18/26 23:43,2.68,23.862,7.423,0.945
MiniDot1,Tank24,1773913500,3/18/26 23:45,2.68,23.87,7.443,0.946
MiniDot1,Tank24,1773913620,3/18/26 23:47,2.68,23.862,7.431,0.946
MiniDot1,Tank24,1773913740,3/18/26 23:49,2.68,23.845,7.45,0.946
MiniDot1,Tank24,1773913860,3/18/26 23:51,2.68,23.862,7.454,0.947
MiniDot1,Tank24,1773913980,3/18/26 23:53,2.68,23.837,7.434,0.945
MiniDot1,Tank24,1773914100,3/18/26 23:55,2.68,23.845,7.447,0.946
MiniDot1,Tank24,1773914220,3/18/26 23:57,2.68,23.845,7.444,0.946
MiniDot1,Tank24,1773914340,3/18/26 23:59,2.68,23.837,7.456,0.947
MiniDot1,Tank24,1773914460,3/19/26 0:01,2.68,23.837,7.447,0.946
MiniDot1,Tank24,1773914580,3/19/26 0:03,2.68,23.837,7.449,0.946
MiniDot1,Tank24,1773914700,3/19/26 0:05,2.68,23.854,7.442,0.946
MiniDot1,Tank24,1773914820,3/19/26 0:07,2.68,23.82,7.442,0.945
MiniDot1,Tank24,1773914940,3/19/26 0:09,2.68,23.82,7.456,0.947
MiniDot1,Tank24,1773915060,3/19/26 0:11,2.68,23.829,7.451,0.946
MiniDot1,Tank24,1773915180,3/19/26 0:13,2.68,23.812,7.461,0.947
MiniDot1,Tank24,1773915300,3/19/26 0:15,2.68,23.82,7.453,0.946
MiniDot1,Tank24,1773915420,3/19/26 0:17,2.68,23.82,7.455,0.946
MiniDot1,Tank24,1773915540,3/19/26 0:19,2.68,23.812,7.448,0.946
MiniDot1,Tank24,1773915660,3/19/26 0:21,2.68,23.812,7.45,0.946
MiniDot1,Tank24,1773915780,3/19/26 0:23,2.68,23.82,7.44,0.945
MiniDot1,Tank24,1773915900,3/19/26 0:25,2.68,23.812,7.457,0.946
MiniDot1,Tank24,1773916020,3/19/26 0:27,2.68,23.803,7.45,0.946
MiniDot1,Tank24,1773916140,3/19/26 0:29,2.68,23.803,7.466,0.947
MiniDot1,Tank24,1773916260,3/19/26 0:31,2.68,23.812,7.461,0.947
MiniDot1,Tank24,1773916380,3/19/26 0:33,2.68,23.803,7.453,0.946
MiniDot1,Tank24,1773916500,3/19/26 0:35,2.68,23.787,7.458,0.946
MiniDot1,Tank24,1773916620,3/19/26 0:37,2.68,23.787,7.454,0.946
MiniDot1,Tank24,1773916740,3/19/26 0:39,2.68,23.795,7.453,0.946
MiniDot1,Tank24,1773916860,3/19/26 0:41,2.68,23.795,7.45,0.946
MiniDot1,Tank24,1773916980,3/19/26 0:43,2.68,23.787,7.456,0.946
MiniDot1,Tank24,1773917100,3/19/26 0:45,2.68,23.803,7.454,0.946
MiniDot1,Tank24,1773917220,3/19/26 0:47,2.68,23.803,7.457,0.947
MiniDot1,Tank24,1773917340,3/19/26 0:49,2.68,23.795,7.452,0.946
